id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,n_experience_level,n_employment_type,n_company_size
66,2020,EN,FT,"Data Scientist",43200,EUR,49268,DE,0,DE,S,0,3,1
68,2020,EN,FT,"Data Scientist",105000,USD,105000,US,100,US,S,0,3,1
69,2020,SE,FT,"Data Scientist",80000,EUR,91237,AT,0,AT,S,2,3,1
70,2020,MI,FT,"Data Scientist",55000,EUR,62726,FR,50,LU,S,1,3,1
71,2020,MI,FT,"Data Scientist",37000,EUR,42197,FR,50,FR,S,1,3,1
73,2021,EX,FT,"BI Data Analyst",150000,USD,150000,IN,100,US,L,3,3,3
75,2021,SE,FT,"Data Scientist",45000,EUR,53192,FR,50,FR,L,2,3,3
76,2021,MI,FT,"BI Data Analyst",100000,USD,100000,US,100,US,M,1,3,2
79,2021,EN,FT,"Data Analyst",80000,USD,80000,US,100,US,M,0,3,2
86,2021,EN,FT,"Data Analyst",50000,EUR,59102,FR,50,FR,M,0,3,2
88,2021,SE,FT,"Lead Data Analyst",170000,USD,170000,US,100,US,L,2,3,3
89,2021,SE,FT,"Data Analyst",80000,USD,80000,BG,100,US,S,2,3,1
90,2021,SE,FT,"Marketing Data Analyst",75000,EUR,88654,GR,100,DK,L,2,3,3
92,2021,MI,FT,"Lead Data Analyst",1450000,INR,19609,IN,100,IN,L,1,3,3
94,2021,EN,FT,"Data Scientist",2200000,INR,29751,IN,50,IN,L,0,3,3
97,2021,MI,FT,"Financial Data Analyst",450000,USD,450000,US,100,US,L,1,3,3
100,2021,MI,FT,"Data Analyst",75000,USD,75000,US,0,US,L,1,3,3
102,2021,MI,FT,"BI Data Analyst",11000000,HUF,36259,HU,50,US,L,1,3,3
103,2021,MI,FT,"Data Analyst",62000,USD,62000,US,0,US,L,1,3,3
104,2021,MI,FT,"Data Scientist",73000,USD,73000,US,0,US,L,1,3,3
105,2021,MI,FT,"Data Analyst",37456,GBP,51519,GB,50,GB,L,1,3,3
116,2021,MI,FT,"Data Scientist",50000,USD,50000,NG,100,NG,L,1,3,3
118,2021,EN,FT,"Data Analyst",90000,USD,90000,US,100,US,S,0,3,1
122,2021,EN,FT,"Data Analyst",50000,USD,50000,US,100,US,M,0,3,2
124,2021,EN,PT,"Data Analyst",8760,EUR,10354,ES,50,ES,M,0,2,2
127,2021,MI,FT,"Data Scientist",700000,INR,9466,IN,0,IN,S,1,3,1
131,2021,EN,FT,"Data Scientist",42000,EUR,49646,FR,50,FR,M,0,3,2
134,2021,EN,FT,"Data Scientist",100000,USD,100000,US,0,US,S,0,3,1
135,2021,MI,FT,"Data Analyst",90000,USD,90000,US,100,US,M,1,3,2
139,2021,EN,FT,"Data Scientist",80000,USD,80000,US,100,US,M,0,3,2
140,2021,MI,FT,"Data Analyst",135000,USD,135000,US,100,US,L,1,3,3
143,2021,MI,FT,"Data Scientist",82500,USD,82500,US,100,US,S,1,3,1
151,2021,MI,FT,"Data Scientist",150000,USD,150000,US,100,US,M,1,3,2
152,2021,MI,FT,"Data Scientist",95000,CAD,75774,CA,100,CA,L,1,3,3
153,2021,EN,FT,"Data Scientist",13400,USD,13400,UA,100,UA,L,0,3,3
156,2021,MI,FT,"Data Scientist",160000,SGD,119059,SG,100,IL,M,1,3,2
168,2021,EN,FT,"BI Data Analyst",55000,USD,55000,US,50,US,S,0,3,1
172,2021,EN,FT,"Data Analyst",60000,USD,60000,US,100,US,S,0,3,1
176,2021,MI,FT,"Data Scientist",58000,MXN,2859,MX,0,MX,S,1,3,1
177,2021,MI,FT,"Data Scientist",30400000,CLP,40038,CL,100,CL,L,1,3,3
179,2021,MI,FT,"Data Scientist",420000,INR,5679,IN,100,US,S,1,3,1
181,2021,MI,FT,"Data Scientist",76760,EUR,90734,DE,50,DE,L,1,3,3
183,2021,SE,FT,"Finance Data Analyst",45000,GBP,61896,GB,50,GB,L,2,3,3
195,2021,MI,FT,"Data Scientist",147000,USD,147000,US,50,US,L,1,3,3
196,2021,EN,FT,"BI Data Analyst",9272,USD,9272,KE,100,KE,S,0,3,1
200,2021,MI,FT,"Data Scientist",52000,EUR,61467,DE,50,AT,M,1,3,2
202,2021,MI,FT,"Data Scientist",32000,EUR,37825,ES,100,ES,L,1,3,3
204,2021,MI,FT,"Data Scientist",160000,USD,160000,US,100,US,L,1,3,3
205,2021,MI,FT,"Data Scientist",69600,BRL,12901,BR,0,BR,S,1,3,1
217,2021,MI,FT,"Data Scientist",76760,EUR,90734,DE,50,DE,L,1,3,3
221,2021,MI,FT,"Data Scientist",85000,GBP,116914,GB,50,GB,L,1,3,3
222,2021,MI,FT,"Data Scientist",2500000,INR,33808,IN,0,IN,M,1,3,2
223,2021,MI,FT,"Data Scientist",40900,GBP,56256,GB,50,GB,L,1,3,3
226,2021,SE,FT,"Data Scientist",110000,CAD,87738,CA,100,CA,S,2,3,1
227,2021,MI,FT,"Data Scientist",75000,EUR,88654,DE,50,DE,L,1,3,3
228,2021,SE,FT,"Data Scientist",135000,USD,135000,US,0,US,L,2,3,3
229,2021,SE,FT,"Data Analyst",90000,CAD,71786,CA,100,CA,M,2,3,2
233,2021,SE,FT,"Data Analyst",200000,USD,200000,US,100,US,L,2,3,3
237,2021,MI,FT,"Data Scientist",39600,EUR,46809,ES,100,ES,M,1,3,2
238,2021,EN,FT,"Data Scientist",4000,USD,4000,VN,0,VN,M,0,3,2
240,2021,SE,FT,"Data Scientist",130000,CAD,103691,CA,100,CA,L,2,3,3
241,2021,MI,FT,"Data Analyst",80000,USD,80000,US,100,US,L,1,3,3
243,2021,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,L,2,3,3
246,2021,EN,FT,"Data Scientist",31000,EUR,36643,FR,50,FR,L,0,3,3
249,2021,SE,FT,"Principal Data Analyst",170000,USD,170000,US,100,US,M,2,3,2
250,2021,MI,FT,"Data Scientist",115000,USD,115000,US,50,US,L,1,3,3
251,2021,EN,FT,"Data Scientist",90000,USD,90000,US,100,US,S,0,3,1
253,2021,EN,FT,"Data Scientist",2100000,INR,28399,IN,100,IN,M,0,3,2
254,2021,MI,FT,"Data Analyst",93000,USD,93000,US,100,US,L,1,3,3
260,2021,MI,FT,"Data Scientist",130000,USD,130000,US,50,US,L,1,3,3
261,2021,SE,FT,"Data Analyst",54000,EUR,63831,DE,50,DE,L,2,3,3
262,2021,MI,FT,"Data Scientist",1250000,INR,16904,IN,100,IN,S,1,3,1
264,2021,MI,FT,"Data Scientist",21600,EUR,25532,RS,100,DE,S,1,3,1
274,2021,SE,FT,"Data Scientist",65720,EUR,77684,FR,50,FR,M,2,3,2
275,2021,EN,FT,"Data Scientist",100000,USD,100000,US,100,US,M,0,3,2
276,2021,EN,FT,"Data Scientist",58000,USD,58000,US,50,US,L,0,3,3
278,2021,SE,FT,"Data Scientist",180000,TRY,20171,TR,50,TR,L,2,3,3
279,2021,EN,FT,"Business Data Analyst",50000,EUR,59102,LU,100,LU,L,0,3,3
287,2021,MI,FT,"Data Scientist",109000,USD,109000,US,50,US,L,1,3,3
290,2022,SE,FT,"Data Analyst",155000,USD,155000,US,100,US,M,2,3,2
291,2022,SE,FT,"Data Analyst",120600,USD,120600,US,100,US,M,2,3,2
292,2022,MI,FT,"Data Scientist",130000,USD,130000,US,0,US,M,1,3,2
293,2022,MI,FT,"Data Scientist",90000,USD,90000,US,0,US,M,1,3,2
296,2022,SE,FT,"Data Analyst",102100,USD,102100,US,100,US,M,2,3,2
297,2022,SE,FT,"Data Analyst",84900,USD,84900,US,100,US,M,2,3,2
298,2022,SE,FT,"Data Scientist",136620,USD,136620,US,100,US,M,2,3,2
299,2022,SE,FT,"Data Scientist",99360,USD,99360,US,100,US,M,2,3,2
300,2022,SE,FT,"Data Scientist",90000,GBP,117789,GB,0,GB,M,2,3,2
301,2022,SE,FT,"Data Scientist",80000,GBP,104702,GB,0,GB,M,2,3,2
302,2022,SE,FT,"Data Scientist",146000,USD,146000,US,100,US,M,2,3,2
303,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M,2,3,2
305,2022,SE,FT,"Data Analyst",99000,USD,99000,US,0,US,M,2,3,2
306,2022,SE,FT,"Data Analyst",116000,USD,116000,US,0,US,M,2,3,2
307,2022,MI,FT,"Data Analyst",106260,USD,106260,US,0,US,M,1,3,2
308,2022,MI,FT,"Data Analyst",126500,USD,126500,US,0,US,M,1,3,2
311,2022,MI,FT,"Data Scientist",50000,GBP,65438,GB,0,GB,M,1,3,2
312,2022,MI,FT,"Data Scientist",30000,GBP,39263,GB,0,GB,M,1,3,2
315,2022,SE,FT,"Data Scientist",165220,USD,165220,US,100,US,M,2,3,2
317,2022,SE,FT,"Data Scientist",120160,USD,120160,US,100,US,M,2,3,2
318,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M,2,3,2
323,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,L,2,3,3
324,2022,SE,FT,"Data Scientist",120000,USD,120000,US,0,US,L,2,3,3
325,2022,SE,FT,"Data Analyst",124190,USD,124190,US,100,US,M,2,3,2
326,2022,EX,FT,"Data Analyst",130000,USD,130000,US,100,US,M,3,3,2
327,2022,EX,FT,"Data Analyst",110000,USD,110000,US,100,US,M,3,3,2
328,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M,2,3,2
329,2022,MI,FT,"Data Analyst",115500,USD,115500,US,100,US,M,1,3,2
330,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M,2,3,2
331,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M,2,3,2
332,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M,2,3,2
333,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M,2,3,2
336,2022,MI,FT,"Data Analyst",167000,USD,167000,US,100,US,M,1,3,2
338,2022,SE,FT,"Data Analyst",136600,USD,136600,US,100,US,M,2,3,2
339,2022,SE,FT,"Data Analyst",109280,USD,109280,US,100,US,M,2,3,2
347,2022,SE,FT,"Data Scientist",95550,USD,95550,US,0,US,M,2,3,2
349,2022,SE,FT,"Data Analyst",135000,USD,135000,US,100,US,M,2,3,2
352,2022,SE,FT,"Data Scientist",167000,USD,167000,US,100,US,M,2,3,2
353,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M,2,3,2
356,2022,SE,FT,"Data Scientist",150000,USD,150000,US,0,US,M,2,3,2
357,2022,SE,FT,"Data Scientist",211500,USD,211500,US,100,US,M,2,3,2
360,2022,SE,FT,"Data Analyst",130000,USD,130000,CA,100,CA,M,2,3,2
361,2022,SE,FT,"Data Analyst",61300,USD,61300,CA,100,CA,M,2,3,2
362,2022,SE,FT,"Data Analyst",130000,USD,130000,CA,100,CA,M,2,3,2
363,2022,SE,FT,"Data Analyst",61300,USD,61300,CA,100,CA,M,2,3,2
365,2022,SE,FT,"Data Scientist",138600,USD,138600,US,100,US,M,2,3,2
367,2022,MI,FT,"Data Analyst",58000,USD,58000,US,0,US,S,1,3,1
369,2022,SE,FT,"Data Scientist",170000,USD,170000,US,100,US,M,2,3,2
370,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M,2,3,2
376,2022,SE,FT,"Data Analyst",132000,USD,132000,US,0,US,M,2,3,2
382,2022,SE,FT,"Data Analyst",128875,USD,128875,US,100,US,M,2,3,2
383,2022,SE,FT,"Data Analyst",93700,USD,93700,US,100,US,M,2,3,2
387,2022,SE,FT,"Data Analyst",164000,USD,164000,US,0,US,M,2,3,2
392,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M,2,3,2
393,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M,2,3,2
398,2022,SE,FT,"Data Scientist",215300,USD,215300,US,100,US,L,2,3,3
399,2022,SE,FT,"Data Scientist",158200,USD,158200,US,100,US,L,2,3,3
402,2022,SE,FT,"Data Analyst",115934,USD,115934,US,0,US,M,2,3,2
403,2022,SE,FT,"Data Analyst",81666,USD,81666,US,0,US,M,2,3,2
406,2022,MI,FT,"Data Analyst",58000,USD,58000,US,0,US,S,1,3,1
408,2022,MI,FT,"Data Analyst",40000,GBP,52351,GB,100,GB,M,1,3,2
409,2022,SE,FT,"Data Scientist",180000,USD,180000,US,100,US,M,2,3,2
410,2022,MI,FT,"Data Scientist",55000,GBP,71982,GB,0,GB,M,1,3,2
411,2022,MI,FT,"Data Scientist",35000,GBP,45807,GB,0,GB,M,1,3,2
416,2022,SE,FT,"Data Scientist",260000,USD,260000,US,100,US,M,2,3,2
423,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,M,2,3,2
424,2022,SE,FT,"Data Scientist",80000,USD,80000,US,0,US,M,2,3,2
428,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L,2,3,3
429,2022,MI,FT,"Data Analyst",30000,GBP,39263,GB,100,GB,M,1,3,2
430,2022,MI,FT,"Data Analyst",40000,EUR,43966,ES,100,ES,M,1,3,2
431,2022,MI,FT,"Data Analyst",30000,EUR,32974,ES,100,ES,M,1,3,2
440,2022,MI,FT,"Data Analyst",40000,EUR,43966,GR,100,GR,M,1,3,2
441,2022,MI,FT,"Data Analyst",30000,EUR,32974,GR,100,GR,M,1,3,2
444,2022,SE,FT,"Data Scientist",215300,USD,215300,US,0,US,L,2,3,3
458,2022,MI,FT,"Business Data Analyst",1400000,INR,18442,IN,100,IN,M,1,3,2
459,2022,MI,FT,"Data Scientist",2400000,INR,31615,IN,100,IN,L,1,3,3
461,2022,EN,FT,"Financial Data Analyst",100000,USD,100000,US,50,US,L,0,3,3
463,2022,EN,FT,"Data Scientist",1400000,INR,18442,IN,100,IN,M,0,3,2
467,2022,SE,FT,"Data Scientist",104890,USD,104890,US,100,US,M,2,3,2
469,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
470,2022,MI,FT,"Data Analyst",135000,USD,135000,US,100,US,M,1,3,2
471,2022,MI,FT,"Data Analyst",50000,USD,50000,US,100,US,M,1,3,2
472,2022,SE,FT,"Data Scientist",220000,USD,220000,US,100,US,M,2,3,2
473,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
474,2022,MI,FT,"Data Scientist",140000,GBP,183228,GB,0,GB,M,1,3,2
475,2022,MI,FT,"Data Scientist",70000,GBP,91614,GB,0,GB,M,1,3,2
476,2022,SE,FT,"Data Scientist",185100,USD,185100,US,100,US,M,2,3,2
478,2022,MI,FT,"Data Scientist",200000,USD,200000,US,100,US,M,1,3,2
479,2022,MI,FT,"Data Scientist",120000,USD,120000,US,100,US,M,1,3,2
486,2022,SE,FT,"Data Scientist",230000,USD,230000,US,100,US,M,2,3,2
487,2022,EN,PT,"Data Scientist",100000,USD,100000,DZ,50,DZ,M,0,2,2
488,2022,MI,FL,"Data Scientist",100000,USD,100000,CA,100,US,M,1,0,2
491,2022,MI,FT,"Principal Data Analyst",75000,USD,75000,CA,100,CA,S,1,3,1
492,2022,MI,FT,"Data Scientist",150000,PLN,35590,PL,100,PL,L,1,3,3
494,2022,SE,FT,"Data Scientist",100000,USD,100000,BR,100,US,M,2,3,2
497,2022,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,M,2,3,2
499,2022,EN,FT,"Data Scientist",66500,CAD,52396,CA,100,CA,L,0,3,3
502,2022,EN,FT,"Data Scientist",40000,USD,40000,JP,100,MY,L,0,3,3
505,2022,EN,FT,"Data Scientist",120000,AUD,86703,AU,50,AU,M,0,3,2
511,2022,MI,FT,"Business Data Analyst",90000,CAD,70912,CA,50,CA,L,1,3,3
515,2022,MI,FT,"Data Scientist",48000,USD,48000,RU,100,US,S,1,3,1
518,2022,MI,FT,"Data Scientist",115000,CHF,122346,CH,0,CH,L,1,3,3
520,2022,MI,FT,"Data Scientist",88000,CAD,69336,CA,100,CA,M,1,3,2
522,2022,MI,FT,"Data Analyst",20000,USD,20000,GR,100,GR,S,1,3,1
524,2022,MI,FT,"Data Scientist",135000,USD,135000,US,100,US,L,1,3,3
526,2022,MI,FT,"Data Scientist",78000,USD,78000,US,100,US,M,1,3,2
527,2022,SE,FT,"Data Analyst",135000,USD,135000,US,100,US,M,2,3,2
528,2022,SE,FT,"Data Analyst",100000,USD,100000,US,100,US,M,2,3,2
529,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M,2,3,2
530,2022,MI,FT,"Data Analyst",85000,USD,85000,CA,0,CA,M,1,3,2
531,2022,MI,FT,"Data Analyst",75000,USD,75000,CA,0,CA,M,1,3,2
536,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M,2,3,2
538,2022,MI,FT,"Data Scientist",141300,USD,141300,US,0,US,M,1,3,2
539,2022,MI,FT,"Data Scientist",102100,USD,102100,US,0,US,M,1,3,2
540,2022,SE,FT,"Data Analyst",115934,USD,115934,US,100,US,M,2,3,2
541,2022,SE,FT,"Data Analyst",81666,USD,81666,US,100,US,M,2,3,2
548,2022,SE,FT,"Data Analyst",99050,USD,99050,US,100,US,M,2,3,2
550,2022,SE,FT,"Data Scientist",205300,USD,205300,US,0,US,L,2,3,3
551,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L,2,3,3
552,2022,SE,FT,"Data Scientist",176000,USD,176000,US,100,US,M,2,3,2
553,2022,SE,FT,"Data Scientist",144000,USD,144000,US,100,US,M,2,3,2
558,2022,SE,FT,"Data Scientist",205300,USD,205300,US,0,US,M,2,3,2
559,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,M,2,3,2
564,2022,SE,FT,"Data Analyst",116150,USD,116150,US,100,US,M,2,3,2
566,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M,2,3,2
567,2022,MI,FT,"Data Analyst",50000,GBP,65438,GB,0,GB,M,1,3,2
568,2022,SE,FT,"Data Analyst",80000,USD,80000,US,100,US,M,2,3,2
569,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
570,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
571,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
572,2022,SE,FT,"Data Analyst",100000,USD,100000,US,100,US,M,2,3,2
573,2022,SE,FT,"Data Analyst",69000,USD,69000,US,100,US,M,2,3,2
574,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
575,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
576,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
577,2022,SE,FT,"Data Analyst",150075,USD,150075,US,100,US,M,2,3,2
580,2022,SE,FT,"Data Analyst",126500,USD,126500,US,100,US,M,2,3,2
581,2022,SE,FT,"Data Analyst",106260,USD,106260,US,100,US,M,2,3,2
584,2022,SE,FT,"Data Analyst",105000,USD,105000,US,100,US,M,2,3,2
585,2022,SE,FT,"Data Analyst",110925,USD,110925,US,100,US,M,2,3,2
586,2022,MI,FT,"Data Analyst",35000,GBP,45807,GB,0,GB,M,1,3,2
587,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
588,2022,SE,FT,"Data Analyst",99000,USD,99000,US,0,US,M,2,3,2
589,2022,SE,FT,"Data Analyst",60000,USD,60000,US,100,US,M,2,3,2
592,2022,SE,FT,"Data Scientist",230000,USD,230000,US,100,US,M,2,3,2
593,2022,SE,FT,"Data Scientist",150000,USD,150000,US,100,US,M,2,3,2
596,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
597,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M,2,3,2
598,2022,MI,FT,"Data Scientist",160000,USD,160000,US,100,US,M,1,3,2
599,2022,MI,FT,"Data Scientist",130000,USD,130000,US,100,US,M,1,3,2
600,2022,EN,FT,"Data Analyst",67000,USD,67000,CA,0,CA,M,0,3,2
601,2022,EN,FT,"Data Analyst",52000,USD,52000,CA,0,CA,M,0,3,2
604,2022,SE,FT,"Data Analyst",129000,USD,129000,US,0,US,M,2,3,2
605,2022,SE,FT,"Data Analyst",150000,USD,150000,US,100,US,M,2,3,2
